a 	 ఒక 	ఒక పుస్తకం నా దగ్గర ఉంది.	I have a book.
run away 	 పారిపోతారు 	న    	na   
runner 	 రన్నర్ 	న    	na   
running 	 నడుస్తోంది 	న    	na   
run out 	 అయిపోయింది 	న    	na   
run over 	 పరుగు 	న    	na   
run through 	 ద్వారా అమలు 	న    	na   
rural 	 గ్రామీణ 	న    	na   
rush 	 హడావిడి 	న    	na   
sack 	 సాక్ 	న    	na   
sad 	 విచారంగా ఉంది 	న    	na   
sadly 	 పాపం 	న    	na   
sadness 	 విచారం 	న    	na   
safe 	 సురక్షితం 	న    	na   
safely 	 సురక్షితంగా 	న    	na   
safety 	 భద్రత 	న    	na   
sail 	 తెరచాప 	న    	na   
sailing 	 నౌకాయానం 	న    	na   
sailor 	 నావికుడు 	న    	na   
salad 	 సలాడ్ 	న    	na   
salary 	 జీతం 	న    	na   
sale 	 అమ్మకం 	న    	na   
salt 	 ఉప్పు 	న    	na   
salty 	 ఉప్పగా ఉంటుంది 	న    	na   
same 	 అదే 	న    	na   
sample 	 నమూనా 	న    	na   
sand 	 ఇసుక 	న    	na   
satisfaction 	 సంతృప్తి 	న    	na   
satisfied 	 సంతృప్తి చెందారు 	న    	na   
satisfy 	 సంతృప్తి చెందుతాయి 	న    	na   
satisfying 	 సంతృప్తినిస్తుంది 	న    	na   
Saturday 	 శనివారం 	న    	na   
sauce 	 సాస్ 	న    	na   
save 	 సేవ్ 	న    	na   
saving 	 పొదుపు 	న    	na   
say 	 అంటున్నారు 	న    	na   
scale 	 స్థాయి 	న    	na   
scare 	 భయపెట్టు 	న    	na   
scared 	 భయపడ్డాను 	న    	na   
scare off 	 భయపెట్టు 	న    	na   
scene 	 దృశ్యం 	న    	na   
schedule 	 షెడ్యూల్ 	న    	na   
scheme 	 పథకం 	న    	na   
school 	 పాఠశాల 	న    	na   
science 	 సైన్స్ 	న    	na   
scientific 	 శాస్త్రీయమైనది 	న    	na   
scientist 	 శాస్త్రవేత్త 	న    	na   
scissors 	 కత్తెర 	న    	na   
score 	 స్కోర్ 	న    	na   
scratch 	 స్క్రాచ్ 	న    	na   
scream 	 అరుపు 	న    	na   
screen 	 తెర 	న    	na   
screw 	 స్క్రూ 	న    	na   
sea 	 సముద్రం 	న    	na   
seal 	 ముద్ర 	న    	na   
seal off 	 సీల్ ఆఫ్ 	న    	na   
search 	 శోధన 	న    	na   
season 	 సీజన్ 	న    	na   
seat 	 సీటు 	న    	na   
second 1 	 రెండవ 1 	న    	na   
secondary 	 ద్వితీయ 	న    	na   
secret 	 రహస్య 	న    	na   
secretary 	 కార్యదర్శి 	న    	na   
secretly 	 రహస్యంగా 	న    	na   
section 	 విభాగం 	న    	na   
sector 	 రంగం 	న    	na   
secure 	 సురక్షితమైన 	న    	na   
security 	 భద్రత 	న    	na   
see 	 చూడండి 	న    	na   
see about 	 గురించి చూడండి 	న    	na   
seed 	 విత్తనం 	న    	na   
seek 	 కోరుకుంటారు 	న    	na   
seem 	 అనిపించవచ్చు 	న    	na   
see to 	 చూడండి 	న    	na   
select 	 ఎంచుకోండి 	న    	na   
selection 	 ఎంపిక 	న    	na   
self 	 స్వీయ 	న    	na   
self- 	 స్వీయ- 	న    	na   
sell 	 అమ్ముతారు 	న    	na   
sell off 	 అమ్మేస్తారు 	న    	na   
sell out 	 అమ్ముతాడు 	న    	na   
senate 	 సెనేట్ 	న    	na   
senator 	 సెనేటర్ 	న    	na   
send 	 పంపండి 	న    	na   
send for 	 కోసం పంపండి 	న    	na   
send off 	 పంపించు 	న    	na   
senior 	 సీనియర్ 	న    	na   
sense 	 భావం 	న    	na   
sensible 	 తెలివిగల 	న    	na   
sensitive 	 సున్నితమైన 	న    	na   
sentence 	 వాక్యం 	న    	na   
separate 	 వేరు 	న    	na   
separated 	 వేరు 	న    	na   
separately 	 విడిగా 	న    	na   
separation 	 వేరు 	న    	na   
September 	 సెప్టెంబర్ 	న    	na   
series 	 సిరీస్ 	న    	na   
serious 	 తీవ్రమైన 	న    	na   
seriously 	 తీవ్రంగా 	న    	na   
servant 	 సేవకుడు 	న    	na   
serve 	 సర్వ్ 	న    	na   
service 	 సేవ 	న    	na   
session 	 సెషన్ 	న    	na   
set 	 సెట్ 	న    	na   
set off 	 బయలుదేరాడు 	న    	na   
set out 	 బయలుదేరాడు 	న    	na   
settle 	 తేల్చుకోండి 	న    	na   
settle down 	 స్థిరపడతారు 	న    	na   
set up 	 ఏర్పాటు 	న    	na   
seven 	 ఏడు 	న    	na   
seventeen 	 పదిహేడు 	న    	na   
seventh 	 ఏడవ 	న    	na   
seventieth 	 డెబ్బైవది 	న    	na   
seventy 	 డెబ్బై 	న    	na   
several 	 అనేక 	న    	na   
severe 	 తీవ్రమైన 	న    	na   
severely 	 తీవ్రంగా 	న    	na   
sew 	 కుట్టుమిషన్ 	న    	na   
sewing 	 కుట్టుపని 	న    	na   
sex 	 సెక్స్ 	న    	na   
sexual 	 లైంగిక 	న    	na   
sexually 	 లైంగికంగా 	న    	na   
shade 	 నీడ 	న    	na   
shadow 	 నీడ 	న    	na   
shake 	 వణుకు 	న    	na   
shall 	 ఉంటుంది 	న    	na   
shallow 	 నిస్సారమైన 	న    	na   
shame 	 అవమానం 	న    	na   
shape 	 ఆకారం 	న    	na   
shaped 	 ఆకారంలో 	న    	na   
share 	 వాటా 	న    	na   
sharp 	 పదునైన 	న    	na   
sharply 	 పదునుగా 	న    	na   
shave 	 గొరుగుట 	న    	na   
she 	 ఆమె 	న    	na   
sheep 	 గొర్రెలు 	న    	na   
sheet 	 షీట్ 	న    	na   
shelf 	 షెల్ఫ్ 	న    	na   
shell 	 షెల్ 	న    	na   
shelter 	 ఆశ్రయం 	న    	na   
shift 	 షిఫ్ట్ 	న    	na   
shine 	 ప్రకాశిస్తాయి 	న    	na   
shiny 	 మెరిసే 	న    	na   
ship 	 ఓడ 	న    	na   
shirt 	 చొక్కా 	న    	na   
shock 	 షాక్ 	న    	na   
shocked 	 ఆశ్చర్యపోయాడు 	న    	na   
shocking 	 షాకింగ్ 	న    	na   
shoe 	 షూ 	న    	na   
shoot 	 షూట్ 	న    	na   
shoot down 	 కాల్చివేయండి 	న    	na   
shooting 	 షూటింగ్ 	న    	na   
shop 	 దుకాణం 	న    	na   
shopping 	 షాపింగ్ 	న    	na   
short 	 చిన్నది 	న    	na   
shortly 	 త్వరలో 	న    	na   
shot 	 కాల్చారు 	న    	na   
should 	 ఉండాలి 	న    	na   
shoulder 	 భుజం 	న    	na   
shout 	 అరవండి 	న    	na   
show 	 చూపించు 	న    	na   
shower 	 షవర్ 	న    	na   
show off 	 చూపించు 	న    	na   
show round 	 రౌండ్ చూపించు 	న    	na   
show up 	 చూపించు 	న    	na   
shut 	 మూసి 	న    	na   
shut down 	 మూసివేసింది 	న    	na   
shut in 	 మూసివేసింది 	న    	na   
shut out 	 మూసివేసింది 	న    	na   
shut up 	 నోరుమూసుకో 	న    	na   
shy 	 పిరికి 	న    	na   
sick 	 జబ్బుపడిన 	న    	na   
side 	 వైపు 	న    	na   
sideways 	 పక్కకి 	న    	na   
sight 	 దృష్టి 	న    	na   
sign 	 సంకేతం 	న    	na   
signal 	 సిగ్నల్ 	న    	na   
signature 	 సంతకం 	న    	na   
significant 	 ముఖ్యమైనది 	న    	na   
significantly 	 గణనీయంగా 	న    	na   
silence 	 నిశ్శబ్దం 	న    	na   
silent 	 మౌనంగా 	న    	na   
silk 	 పట్టు 	న    	na   
silly 	 వెర్రి 	న    	na   
silver 	 వెండి 	న    	na   
similar 	 ఇలాంటి 	న    	na   
similarly 	 అదేవిధంగా 	న    	na   
simple 	 సాధారణ 	న    	na   
simply 	 కేవలం 	న    	na   
since 	 నుండి 	న    	na   
sincere 	 నిష్కపటమైన 	న    	na   
sincerely 	 హృదయపూర్వకంగా 	న    	na   
sing 	 పాడతారు 	న    	na   
singer 	 గాయకుడు 	న    	na   
singing 	 పాడుతున్నారు 	న    	na   
single 	 సింగిల్ 	న    	na   
sink 	 మునిగిపోతుంది 	న    	na   
sir 	 సార్ 	న    	na   
sister 	 సోదరి 	న    	na   
sit 	 కూర్చోండి 	న    	na   
sit down 	 కూర్చోండి 	న    	na   
site 	 సైట్ 	న    	na   
situation 	 పరిస్థితి 	న    	na   
six 	 ఆరు 	న    	na   
sixteen 	 పదహారు 	న    	na   
sixth 	 ఆరవది 	న    	na   
sixtieth 	 అరవయ్యవది 	న    	na   
sixty 	 అరవై 	న    	na   
size 	 పరిమాణం 	న    	na   
skilful 	 నైపుణ్యం కలవాడు 	న    	na   
skilfully 	 నేర్పుగా 	న    	na   
skill 	 నైపుణ్యం 	న    	na   
skilled 	 నైపుణ్యం కలవాడు 	న    	na   
skin 	 చర్మం 	న    	na   
skirt 	 లంగా 	న    	na   
sky 	 ఆకాశం 	న    	na   
sleep 	 నిద్ర 	న    	na   
sleeve 	 స్లీవ్ 	న    	na   
slice 	 ముక్క 	న    	na   
slide 	 స్లయిడ్ 	న    	na   
slight 	 కొంచెం 	న    	na   
slightly 	 కొద్దిగా 	న    	na   
slip 	 స్లిప్ 	న    	na   
slope 	 వాలు 	న    	na   
slow 	 నెమ్మదిగా 	న    	na   
slowly 	 నెమ్మదిగా 	న    	na   
small 	 చిన్నది 	న    	na   
smart 	 తెలివైన 	న    	na   
smash 	 పగులగొట్టు 	న    	na   
smell 	 వాసన 	న    	na   
smile 	 చిరునవ్వు 	న    	na   
smoke 	 పొగ 	న    	na   
smoking 	 ధూమపానం 	న    	na   
smooth 	 మృదువైన 	న    	na   
smoothly 	 సజావుగా 	న    	na   
snake 	 పాము 	న    	na   
snow 	 మంచు 	న    	na   
so 	 కాబట్టి 	న    	na   
soap 	 సబ్బు 	న    	na   
social 	 సామాజిక 	న    	na   
socially 	 సామాజికంగా 	న    	na   
society 	 సమాజం 	న    	na   
sock 	 గుంట 	న    	na   
soft 	 మృదువైన 	న    	na   
softly 	 మెత్తగా 	న    	na   
software 	 సాఫ్ట్వేర్ 	న    	na   
soil 	 నేల 	న    	na   
soldier 	 సైనికుడు 	న    	na   
solid 	 ఘనమైన 	న    	na   
solution 	 పరిష్కారం 	న    	na   
solve 	 పరిష్కరించండి 	న    	na   
some 	 కొన్ని 	న    	na   
somebody 	 ఎవరైనా 	న    	na   
somehow 	 ఎలాగోలా 	న    	na   
someone 	 ఎవరైనా 	న    	na   
something 	 ఏదో 	న    	na   
sometimes 	 కొన్నిసార్లు 	న    	na   
somewhat 	 కొంతవరకు 	న    	na   
somewhere 	 ఎక్కడో 	న    	na   
son 	 కొడుకు 	న    	na   
song 	 పాట 	న    	na   
soon 	 త్వరలో 	న    	na   
sore 	 పుండు 	న    	na   
sorry 	 క్షమించండి 	న    	na   
sort 	 క్రమబద్ధీకరించు 	న    	na   
sort out 	 క్రమబద్ధీకరించు 	న    	na   
soul 	 ఆత్మ 	న    	na   
sound 	 ధ్వని 	న    	na   
soup 	 చారు 	న    	na   
sour 	 పులుపు 	న    	na   
source 	 మూలం 	న    	na   
south 	 దక్షిణ 	న    	na   
southern 	 దక్షిణాది 	న    	na   
space 	 స్థలం 	న    	na   
spare 	 విడిగా 	న    	na   
speak 	 మాట్లాడతారు 	న    	na   
speaker 	 స్పీకర్ 	న    	na   
speak out 	 మాట్లాడు 	న    	na   
speak up 	 మాట్లాడు 	న    	na   
special 	 ప్రత్యేక 	న    	na   
specialist 	 నిపుణుడు 	న    	na   
specially 	 ప్రత్యేకంగా 	న    	na   
specific 	 నిర్దిష్టమైన 	న    	na   
specifically 	 ప్రత్యేకంగా 	న    	na   
speech 	 ప్రసంగం 	న    	na   
speed 	 వేగం 	న    	na   
speed up 	 వేగవంతం 	న    	na   
spell 	 స్పెల్ 	న    	na   
spelling 	 స్పెల్లింగ్ 	న    	na   
spend 	 ఖర్చు చేస్తారు 	న    	na   
spice 	 మసాలా 	న    	na   
spicy 	 కారంగా 	న    	na   
spider 	 సాలీడు 	న    	na   
spin 	 స్పిన్ 	న    	na   
spirit 	 ఆత్మ 	న    	na   
spiritual 	 ఆధ్యాత్మికం 	న    	na   
spite 	 ఉన్నప్పటికీ 	న    	na   
split 	 విడిపోయింది 	న    	na   
split up 	 విడిపోయింది 	న    	na   
spoil 	 పాడు 	న    	na   
spoken 	 మాట్లాడాడు 	న    	na   
spoon 	 చెంచా 	న    	na   
sport 	 క్రీడ 	న    	na   
spot 	 స్పాట్ 	న    	na   
spray 	 స్ప్రే 	న    	na   
spread 	 వ్యాప్తి 	న    	na   
spread out 	 విస్తరించింది 	న    	na   
spring 	 వసంత 	న    	na   
square 	 చతురస్రం 	న    	na   
squeeze 	 పిండి వేయు 	న    	na   
stable 	 స్థిరమైన 	న    	na   
staff 	 సిబ్బంది 	న    	na   
stage 	 వేదిక 	న    	na   
stair 	 మెట్లు 	న    	na   
stamp 	 స్టాంపు 	న    	na   
stand 	 నిలబడండి 	న    	na   
standard 	 ప్రమాణం 	న    	na   
stand back 	 తిరిగి నిలబడు 	న    	na   
stand by 	 నిలబడు 	న    	na   
stand for 	 నిలబడు 	న    	na   
stand out 	 నిలబడి 	న    	na   
stand up 	 లేచి నిలబడండి 	న    	na   
stand up for 	 నిలబడు 	న    	na   
star 	 నక్షత్రం 	న    	na   
stare 	 తదేకంగా చూడు 	న    	na   
start 	 ప్రారంభించండి 	న    	na   
start off 	 ప్రారంభించండి 	న    	na   
start out 	 ప్రారంభించండి 	న    	na   
start up 	 ప్రారంభించండి 	న    	na   
state 	 రాష్ట్రం 	న    	na   
statement 	 ప్రకటన 	న    	na   
station 	 స్టేషన్ 	న    	na   
statue 	 విగ్రహం 	న    	na   
status 	 హోదా 	న    	na   
stay 	 ఉండు 	న    	na   
stay away 	 దూరంగా ఉండండి 	న    	na   
stay out of 	 బయట ఉండు 	న    	na   
steadily 	 స్థిరంగా 	న    	na   
steady 	 స్థిరమైన 	న    	na   
steal 	 దొంగతనం చేస్తారు 	న    	na   
steam 	 ఆవిరి 	న    	na   
steel 	 ఉక్కు 	న    	na   
steep 	 నిటారుగా 	న    	na   
steeply 	 నిటారుగా 	న    	na   
steer 	 నడిపించు 	న    	na   
step 	 అడుగు 	న    	na   
stick 	 కర్ర 	న    	na   
stick out 	 బయటకు కర్ర 	న    	na   
stick to 	 కర్ర 	న    	na   
stick up 	 కర్ర 	న    	na   
sticky 	 అంటుకునే 	న    	na   
stiff 	 గట్టి 	న    	na   
stiffly 	 ఠీవిగా 	న    	na   
still 	 ఇప్పటికీ 	న    	na   
sting 	 స్టింగ్ 	న    	na   
stir 	 కదిలించు 	న    	na   
stock 	 స్టాక్ 	న    	na   
stomach 	 కడుపు 	న    	na   
stone 	 రాయి 	న    	na   
stop 	 ఆపండి 	న    	na   
store 	 స్టోర్ 	న    	na   
storm 	 తుఫాను 	న    	na   
story 	 కథ 	న    	na   
stove 	 పొయ్యి 	న    	na   
straight 	 నేరుగా 	న    	na   
strain 	 ఒత్తిడి 	న    	na   
strange 	 వింత 	న    	na   
strangely 	 వింతగా 	న    	na   
stranger 	 అపరిచితుడు 	న    	na   
strategy 	 వ్యూహం 	న    	na   
stream 	 ప్రవాహం 	న    	na   
street 	 వీధి 	న    	na   
strength 	 బలం 	న    	na   
stress 	 ఒత్తిడి 	న    	na   
stressed 	 నొక్కిచెప్పారు 	న    	na   
stretch 	 సాగదీయడం 	న    	na   
strict 	 కఠినమైన 	న    	na   
strictly 	 కఠినంగా 	న    	na   
strike 	 సమ్మె 	న    	na   
striking 	 కొట్టడం 	న    	na   
string 	 స్ట్రింగ్ 	న    	na   
strip 	 స్ట్రిప్ 	న    	na   
stripe 	 గీత 	న    	na   
striped 	 చారల 	న    	na   
stroke 	 స్ట్రోక్ 	న    	na   
strong 	 బలమైన 	న    	na   
strongly 	 గట్టిగా 	న    	na   
structure 	 నిర్మాణం 	న    	na   
struggle 	 పోరాటం 	న    	na   
student 	 విద్యార్థి 	న    	na   
studio 	 స్టూడియో 	న    	na   
study 	 చదువు 	న    	na   
stuff 	 అంశాలు 	న    	na   
stupid 	 తెలివితక్కువ 	న    	na   
style 	 శైలి 	న    	na   
subject 	 విషయం 	న    	na   
substance 	 పదార్ధం 	న    	na   
substantial 	 గణనీయమైన 	న    	na   
substantially 	 గణనీయంగా 	న    	na   
substitute 	 ప్రత్యామ్నాయం 	న    	na   
succeed 	 విజయం సాధిస్తారు 	న    	na   
success 	 విజయం 	న    	na   
successful 	 విజయవంతమైంది 	న    	na   
successfully 	 విజయవంతంగా 	న    	na   
such 	 అటువంటి 	న    	na   
suck 	 పీలుస్తుంది 	న    	na   
sudden 	 ఆకస్మికంగా 	న    	na   
suddenly 	 అకస్మాత్తుగా 	న    	na   
suffer 	 బాధపడతారు 	న    	na   
suffering 	 బాధ 	న    	na   
sufficient 	 తగినంత 	న    	na   
sufficiently 	 తగినంతగా 	న    	na   
sugar 	 చక్కెర 	న    	na   
suggest 	 సూచించండి 	న    	na   
suggestion 	 సూచన 	న    	na   
suit 	 దావా 	న    	na   
suitable 	 తగినది 	న    	na   
suitcase 	 సూట్కేస్ 	న    	na   
suited 	 సరిపోయింది 	న    	na   
sum 	 మొత్తం 	న    	na   
summary 	 సారాంశం 	న    	na   
summer 	 వేసవి 	న    	na   
sum up 	 మొత్తం 	న    	na   
sun 	 సూర్యుడు 	న    	na   
Sunday 	 ఆదివారం 	న    	na   
superior 	 ఉన్నతమైన 	న    	na   
supermarket 	 సూపర్ మార్కెట్ 	న    	na   
supply 	 సరఫరా 	న    	na   
support 	 మద్దతు 	న    	na   
supporter 	 మద్దతుదారు 	న    	na   
suppose 	 అనుకుందాం 	న    	na   
sure 	 ఖచ్చితంగా 	న    	na   
surely 	 తప్పకుండా 	న    	na   
surface 	 ఉపరితలం 	న    	na   
surname 	 ఇంటిపేరు 	న    	na   
surprise 	 ఆశ్చర్యం 	న    	na   
surprised 	 ఆశ్చర్యపోయాడు 	న    	na   
surprising 	 ఆశ్చర్యకరం 	న    	na   
surprisingly 	 ఆశ్చర్యకరంగా 	న    	na   
surround 	 చుట్టుముట్టండి 	న    	na   
surrounding 	 పరిసర 	న    	na   
surroundings 	 పరిసరాలు 	న    	na   
survey 	 సర్వే 	న    	na   
survive 	 బ్రతుకుతాయి 	న    	na   
suspect 	 అనుమానిస్తున్నారు 	న    	na   
suspicion 	 అనుమానం 	న    	na   
suspicious 	 అనుమానాస్పదమైన 	న    	na   
swallow 	 మ్రింగు 	న    	na   
swear 	 ప్రమాణం 	న    	na   
swearing 	 తిట్లు 	న    	na   
sweat 	 చెమట 	న    	na   
sweater 	 స్వెటర్ 	న    	na   
sweep 	 స్వీప్ 	న    	na   
sweet 	 తీపి 	న    	na   
swell 	 ఉబ్బు 	న    	na   
swelling 	 వాపు 	న    	na   
swim 	 ఈత కొట్టండి 	న    	na   
swimming 	 ఈత కొట్టడం 	న    	na   
swimming pool 	 ఈత కొలను 	న    	na   
swing 	 స్వింగ్ 	న    	na   
switch 	 మారండి 	న    	na   
switch off 	 స్విచ్ ఆఫ్ 	న    	na   
swollen 	 ఉబ్బిన 	న    	na   
symbol 	 చిహ్నం 	న    	na   
sympathetic 	 సానుభూతిపరుడు 	న    	na   
sympathy 	 సానుభూతి 	న    	na   
system 	 వ్యవస్థ 	న    	na   
table 	 పట్టిక 	న    	na   
tablet 	 టాబ్లెట్ 	న    	na   
tackle 	 అధిగమించేందుకు 	న    	na   
tail 	 తోక 	న    	na   
take 	 పడుతుంది 	న    	na   
take away 	 తీసుకెళ్ళండి 	న    	na   
take back 	 వెనక్కి తీసుకో 	న    	na   
take down 	 దించు 	న    	na   
take in 	 లోపలికి తీసుకోండి 	న    	na   
take off 	 బయలుదేరు 	న    	na   
take on 	 తీసుకుంటారు 	న    	na   
take over 	 స్వాధీనం చేసుకుంటాయి 	న    	na   
take up 	 చేపట్టండి 	న    	na   
talk 	 మాట్లాడండి 	న    	na   
tall 	 పొడవు 	న    	na   
tank 	 ట్యాంక్ 	న    	na   
tap 	 నొక్కండి 	న    	na   
tape 	 టేప్ 	న    	na   
target 	 లక్ష్యం 	న    	na   
task 	 పని 	న    	na   
taste 	 రుచి 	న    	na   
tax 	 పన్ను 	న    	na   
taxi 	 టాక్సీ 	న    	na   
tea 	 టీ 	న    	na   
teach 	 బోధిస్తారు 	న    	na   
teacher 	 గురువు 	న    	na   
teaching 	 బోధన 	న    	na   
team 	 జట్టు 	న    	na   
tear 1 	 కన్నీరు 1 	న    	na   
tear 2 	 కన్నీరు 2 	న    	na   
tear up 	 కూల్చివేసి 	న    	na   
technical 	 సాంకేతిక 	న    	na   
technique 	 సాంకేతికత 	న    	na   
technology 	 సాంకేతికత 	న    	na   
telephone 	 టెలిఫోన్ 	న    	na   
television 	 టెలివిజన్ 	న    	na   
tell 	 చెప్పు 	న    	na   
tell off 	 చెప్పు 	న    	na   
temperature 	 ఉష్ణోగ్రత 	న    	na   
temporarily 	 తాత్కాలికంగా 	న    	na   
temporary 	 తాత్కాలిక 	న    	na   
ten 	 పది 	న    	na   
tend 	 మొగ్గు 	న    	na   
tendency 	 ధోరణి 	న    	na   
tension 	 ఉద్రిక్తత 	న    	na   
tent 	 డేరా 	న    	na   
tenth 	 పదవ 	న    	na   
term 	 పదం 	న    	na   
terrible 	 భయంకరమైన 	న    	na   
terribly 	 భయంకరంగా 	న    	na   
test 	 పరీక్ష 	న    	na   
text 	 వచనం 	న    	na   
than 	 కంటే 	న    	na   
thank 	 ధన్యవాదాలు 	న    	na   
thanks 	 ధన్యవాదాలు 	న    	na   
thank you 	 ధన్యవాదాలు 	న    	na   
that 	 అని 	న    	na   
the 	 ది 	న    	na   
theatre 	 థియేటర్ 	న    	na   
their 	 వారి 	న    	na   
theirs 	 వారిది 	న    	na   
them 	 వాటిని 	న    	na   
theme 	 థీమ్ 	న    	na   
themselves 	 తమను తాము 	న    	na   
then 	 అప్పుడు 	న    	na   
theory 	 సిద్ధాంతం 	న    	na   
there 	 అక్కడ 	న    	na   
therefore 	 అందువలన 	న    	na   
they 	 వారు 	న    	na   
thick 	 మందపాటి 	న    	na   
thickly 	 మందంగా 	న    	na   
thickness 	 మందం 	న    	na   
thief 	 దొంగ 	న    	na   
thin 	 సన్నగా 	న    	na   
thing 	 విషయం 	న    	na   
think 	 అనుకుంటాను 	న    	na   
think about 	 గురించి ఆలోచించండి 	న    	na   
thinking 	 ఆలోచిస్తున్నాను 	న    	na   
think of 	 అనుకుంటాను 	న    	na   
think of as 	 గా ఆలోచించండి 	న    	na   
think over 	 ఆలోచించండి 	న    	na   
think up 	 ఆలోచించు 	న    	na   
third 	 మూడవది 	న    	na   
thirsty 	 దాహం వేసింది 	న    	na   
thirteen 	 పదమూడు 	న    	na   
thirteenth 	 పదమూడవ 	న    	na   
thirtieth 	 ముప్పైవది 	న    	na   
thirty 	 ముప్పై 	న    	na   
this 	 ఇది 	న    	na   
thorough 	 క్షుణ్ణంగా 	న    	na   
thoroughly 	 పూర్తిగా 	న    	na   
though 	 అయితే 	న    	na   
thought 	 అనుకున్నాడు 	న    	na   
thousand 	 వెయ్యి 	న    	na   
thousandth 	 వెయ్యవ 	న    	na   
thread 	 దారం 	న    	na   
threat 	 బెదిరింపు 	న    	na   
threaten 	 బెదిరిస్తారు 	న    	na   
threatening 	 బెదిరింపు 	న    	na   
three 	 మూడు 	న    	na   
throat 	 గొంతు 	న    	na   
through 	 ద్వారా 	న    	na   
throughout 	 అంతటా 	న    	na   
throw 	 త్రో 	న    	na   
throw away 	 దూరంగా త్రో 	న    	na   
throw out 	 విసిరివేయండి 	న    	na   
thumb 	 బొటనవేలు 	న    	na   
Thursday 	 గురువారం 	న    	na   
thus 	 అందువలన 	న    	na   
ticket 	 టిక్కెట్టు 	న    	na   
tidy 	 చక్కనైన 	న    	na   
tie 	 టై 	న    	na   
tie up 	 కట్టాలి 	న    	na   
tight 	 గట్టిగా 	న    	na   
tightly 	 గట్టిగా 	న    	na   
till 	 వరకు 	న    	na   
time 	 సమయం 	న    	na   
timetable 	 కాలపట్టిక 	న    	na   
tin 	 తగరం 	న    	na   
tiny 	 చిన్న 	న    	na   
tip 	 చిట్కా 	న    	na   
tip over 	 పైగా చిట్కా 	న    	na   
tire 	 టైర్ 	న    	na   
tired 	 అలసిపోయాడు 	న    	na   
tire out 	 అలసిపోతుంది 	న    	na   
tiring 	 అలసిపోతుంది 	న    	na   
title 	 శీర్షిక 	న    	na   
to 	 కు 	న    	na   
today 	 నేడు 	న    	na   
toe 	 బొటనవేలు 	న    	na   
together 	 కలిసి 	న    	na   
toilet 	 టాయిలెట్ 	న    	na   
tomato 	 టమోటా 	న    	na   
tomorrow 	 రేపు 	న    	na   
ton 	 టన్ను 	న    	na   
tone 	 స్వరం 	న    	na   
tongue 	 నాలుక 	న    	na   
tonight 	 ఈ రాత్రి 	న    	na   
tonne 	 టన్ను 	న    	na   
too 	 చాలా 	న    	na   
tool 	 సాధనం 	న    	na   
tooth 	 పంటి 	న    	na   
top 	 టాప్ 	న    	na   
topic 	 అంశం 	న    	na   
total 	 మొత్తం 	న    	na   
totally 	 పూర్తిగా 	న    	na   
touch 	 స్పర్శ 	న    	na   
tough 	 కఠినమైన 	న    	na   
tour 	 పర్యటన 	న    	na   
tourist 	 పర్యాటకుడు 	న    	na   
towards 	 వైపు 	న    	na   
towel 	 టవల్ 	న    	na   
tower 	 టవర్ 	న    	na   
town 	 పట్టణం 	న    	na   
toy 	 బొమ్మ 	న    	na   
trace 	 జాడ 	న    	na   
track 	 ట్రాక్ 	న    	na   
trade 	 వాణిజ్యం 	న    	na   
trading 	 వర్తకం 	న    	na   
tradition 	 సంప్రదాయం 	న    	na   
traditional 	 సంప్రదాయ 	న    	na   
traditionally 	 సాంప్రదాయకంగా 	న    	na   
traffic 	 ట్రాఫిక్ 	న    	na   
train 	 రైలు 	న    	na   
training 	 శిక్షణ 	న    	na   
transfer 	 బదిలీ 	న    	na   
transform 	 రూపాంతరము 	న    	na   
translate 	 అనువదించు 	న    	na   
translation 	 అనువాదం 	న    	na   
transparent 	 పారదర్శకమైన 	న    	na   
transport 	 రవాణా 	న    	na   
transportation 	 రవాణా 	న    	na   
trap 	 ఉచ్చు 	న    	na   
travel 	 ప్రయాణం 	న    	na   
traveller 	 యాత్రికుడు 	న    	na   
treat 	 చికిత్స 	న    	na   
treatment 	 చికిత్స 	న    	na   
tree 	 చెట్టు 	న    	na   
trend 	 ధోరణి 	న    	na   
trial 	 విచారణ 	న    	na   
triangle 	 త్రిభుజం 	న    	na   
trick 	 ఉపాయం 	న    	na   
trip 	 యాత్ర 	న    	na   
tropical 	 ఉష్ణమండల 	న    	na   
trouble 	 ఇబ్బంది 	న    	na   
trousers 	 ప్యాంటు 	న    	na   
truck 	 ట్రక్ 	న    	na   
true 	 నిజం 	న    	na   
truly 	 నిజంగా 	న    	na   
trust 	 నమ్మకం 	తన స్నేహితులపై అతనికి భరోసా ( నమ్మకం ) ఉంది.	He has trust in his friends.
truth 	 నిజం 	న    	na
try 	 ప్రయత్నించండి 	న    	na   
try on 	 ప్రయత్నించండి 	న    	na   
try out 	 ప్రయత్నించండి 	న    	na   
tube 	 గొట్టం 	న    	na   
Tuesday 	 మంగళవారం 	న    	na   
tune 	 ట్యూన్ 	న    	na   
tunnel 	 సొరంగం 	న    	na   
turn 	 మలుపు 	న    	na   
turn back 	 వెనక్కి తిరగండి 	న    	na   
turn down 	 తిరస్కరించు 	న    	na   
turn into 	 లోకి మారుతాయి 	న    	na   
turn off 	 ఆఫ్ చేయండి 	న    	na   
turn on 	 ఆన్ చేయండి 	న    	na   
turn out 	 మారతాయి 	న    	na   
turn over 	 తిరగండి 	న    	na   
turn round 	 చుట్టూ తిరగండి 	న    	na   
turn to 	 వైపు తిరగండి 	న    	na   
